"Antal bostadsbyggnader efter region, bygg�r och vart 5:e �r"

"region","bygg�r","2022"
"0381C1060","1991-2000",8
"0381C1060","2001-2010",6
"0381C1060","2011-2020",..
"0381C1060","2021-2030",..
"0381C1060","Ok�nt",2
"0381C1060","Totalt",169
"0381C1070","-1920",..
"0381C1070","1921-1930",1
"0381C1070","1931-1940",..
"0381C1070","1941-1950",..
"0381C1070","1951-1960",..
"0381C1070","1961-1970",210
"0381C1070","1971-1980",78
"0381C1070","1981-1990",1
"0381C1070","1991-2000",..
"0381C1070","2001-2010",..
"0381C1070","2011-2020",1
"0381C1070","2021-2030",4
"0381C1070","Ok�nt",1
"0381C1070","Totalt",296
"0381C1080","-1920",42
"0381C1080","1921-1930",49
"0381C1080","1931-1940",46
"0381C1080","1941-1950",56
"0381C1080","1951-1960",32
"0381C1080","1961-1970",96
"0381C1080","1971-1980",36
"0381C1080","1981-1990",24
"0381C1080","1991-2000",9
"0381C1080","2001-2010",3
"0381C1080","2011-2020",12
"0381C1080","2021-2030",9
"0381C1080","Ok�nt",1
"0381C1080","Totalt",415
"0381C1090","-1920",6
"0381C1090","1921-1930",7
"0381C1090","1931-1940",29
"0381C1090","1941-1950",55
"0381C1090","1951-1960",18
"0381C1090","1961-1970",3
"0381C1090","1971-1980",9
"0381C1090","1981-1990",1
"0381C1090","1991-2000",1
"0381C1090","2001-2010",6
"0381C1090","2011-2020",4
"0381C1090","2021-2030",..
"0381C1090","Ok�nt",..
"0381C1090","Totalt",139
"0381C1100","-1920",4
"0381C1100","1921-1930",1
"0381C1100","1931-1940",3
"0381C1100","1941-1950",70
"0381C1100","1951-1960",60
"0381C1100","1961-1970",13
"0381C1100","1971-1980",21
"0381C1100","1981-1990",20
"0381C1100","1991-2000",3
"0381C1100","2001-2010",1
"0381C1100","2011-2020",..
"0381C1100","2021-2030",1
"0381C1100","Ok�nt",..
"0381C1100","Totalt",197
"0381C1110","-1920",3
"0381C1110","1921-1930",5
"0381C1110","1931-1940",4
"0381C1110","1941-1950",7
"0381C1110","1951-1960",1
"0381C1110","1961-1970",21
"0381C1110","1971-1980",6
"0381C1110","1981-1990",..
"0381C1110","1991-2000",1
"0381C1110","2001-2010",16
"0381C1110","2011-2020",3
"0381C1110","2021-2030",..
"0381C1110","Ok�nt",2
"0381C1110","Totalt",69
"0381C1120","-1920",3
"0381C1120","1921-1930",10
"0381C1120","1931-1940",16
"0381C1120","1941-1950",11
"0381C1120","1951-1960",69
"0381C1120","1961-1970",28
"0381C1120","1971-1980",4
"0381C1120","1981-1990",20
"0381C1120","1991-2000",1
"0381C1120","2001-2010",2
"0381C1120","2011-2020",..
"0381C1120","2021-2030",1
"0381C1120","Ok�nt",2
"0381C1120","Totalt",167
"0382A0010","-1920",423
"0382A0010","1921-1930",96
"0382A0010","1931-1940",75
"0382A0010","1941-1950",74
"0382A0010","1951-1960",29
"0382A0010","1961-1970",46
"0382A0010","1971-1980",110
"0382A0010","1981-1990",73
"0382A0010","1991-2000",25
"0382A0010","2001-2010",33
"0382A0010","2011-2020",17
"0382A0010","2021-2030",1
"0382A0010","Ok�nt",228
"0382A0010","Totalt",1230
"0382A0020","-1920",441
"0382A0020","1921-1930",90
"0382A0020","1931-1940",38
"0382A0020","1941-1950",20
"0382A0020","1951-1960",53
"0382A0020","1961-1970",150
"0382A0020","1971-1980",203
"0382A0020","1981-1990",53
"0382A0020","1991-2000",35
"0382A0020","2001-2010",47
"0382A0020","2011-2020",11
"0382A0020","2021-2030",2
"0382A0020","Ok�nt",237
"0382A0020","Totalt",1380
"0382A0030","-1920",345
"0382A0030","1921-1930",76
"0382A0030","1931-1940",56
"0382A0030","1941-1950",45
"0382A0030","1951-1960",35
"0382A0030","1961-1970",24
"0382A0030","1971-1980",38
"0382A0030","1981-1990",40
"0382A0030","1991-2000",9
"0382A0030","2001-2010",22
"0382A0030","2011-2020",5
"0382A0030","2021-2030",..
"0382A0030","Ok�nt",196
"0382A0030","Totalt",891
"0382A0040","-1920",480
"0382A0040","1921-1930",91
"0382A0040","1931-1940",64
"0382A0040","1941-1950",53
"0382A0040","1951-1960",134
"0382A0040","1961-1970",165
"0382A0040","1971-1980",205
"0382A0040","1981-1990",72
"0382A0040","1991-2000",45
"0382A0040","2001-2010",81
"0382A0040","2011-2020",13
"0382A0040","2021-2030",5
"0382A0040","Ok�nt",289
"0382A0040","Totalt",1697
"0382A0050","-1920",439
"0382A0050","1921-1930",101
"0382A0050","1931-1940",72
"0382A0050","1941-1950",184
"0382A0050","1951-1960",292
"0382A0050","1961-1970",983
"0382A0050","1971-1980",929
"0382A0050","1981-1990",353
"0382A0050","1991-2000",314
"0382A0050","2001-2010",354
"0382A0050","2011-2020",73
"0382A0050","2021-2030",36
"0382A0050","Ok�nt",1262
"0382A0050","Totalt",5392
"0382B2010","-1920",20
"0382B2010","1921-1930",9
"0382B2010","1931-1940",..
"0382B2010","1941-1950",8
"0382B2010","1951-1960",42
"0382B2010","1961-1970",154
"0382B2010","1971-1980",142
"0382B2010","1981-1990",5
"0382B2010","1991-2000",1
"0382B2010","2001-2010",3
"0382B2010","2011-2020",..
"0382B2010","2021-2030",..
"0382B2010","Ok�nt",11
"0382B2010","Totalt",395
"0382B2020","-1920",16
"0382B2020","1921-1930",34
"0382B2020","1931-1940",11
"0382B2020","1941-1950",19
"0382B2020","1951-1960",28
"0382B2020","1961-1970",33
"0382B2020","1971-1980",107
"0382B2020","1981-1990",31
"0382B2020","1991-2000",23
"0382B2020","2001-2010",16
"0382B2020","2011-2020",5
"0382B2020","2021-2030",1
"0382B2020","Ok�nt",24
"0382B2020","Totalt",348
"0382B3010","-1920",36
"0382B3010","1921-1930",11
"0382B3010","1931-1940",11
"0382B3010","1941-1950",8
"0382B3010","1951-1960",12
"0382B3010","1961-1970",28
"0382B3010","1971-1980",141
"0382B3010","1981-1990",146
"0382B3010","1991-2000",19
"0382B3010","2001-2010",38
"0382B3010","2011-2020",24
"0382B3010","2021-2030",..
"0382B3010","Ok�nt",20
"0382B3010","Totalt",494
"0382B3020","-1920",23
"0382B3020","1921-1930",13
"0382B3020","1931-1940",24
"0382B3020","1941-1950",20
"0382B3020","1951-1960",48
"0382B3020","1961-1970",52
"0382B3020","1971-1980",63
"0382B3020","1981-1990",5
"0382B3020","1991-2000",..
"0382B3020","2001-2010",11
"0382B3020","2011-2020",6
"0382B3020","2021-2030",4
"0382B3020","Ok�nt",39
"0382B3020","Totalt",308
"0382B4010","-1920",64
"0382B4010","1921-1930",12
"0382B4010","1931-1940",2
"0382B4010","1941-1950",1
"0382B4010","1951-1960",32
"0382B4010","1961-1970",87
"0382B4010","1971-1980",91
"0382B4010","1981-1990",20
"0382B4010","1991-2000",9
"0382B4010","2001-2010",17
"0382B4010","2011-2020",17
"0382B4010","2021-2030",4
"0382B4010","Ok�nt",35
"0382B4010","Totalt",391
"0382B4020","-1920",34
"0382B4020","1921-1930",54
"0382B4020","1931-1940",26
"0382B4020","1941-1950",30
"0382B4020","1951-1960",37
"0382B4020","1961-1970",13
"0382B4020","1971-1980",103
"0382B4020","1981-1990",29
"0382B4020","1991-2000",3
"0382B4020","2001-2010",14
"0382B4020","2011-2020",7
"0382B4020","2021-2030",..
"0382B4020","Ok�nt",21
"0382B4020","Totalt",371
"0382B5010","-1920",181
"0382B5010","1921-1930",72
"0382B5010","1931-1940",73
"0382B5010","1941-1950",50
"0382B5010","1951-1960",77
"0382B5010","1961-1970",132
"0382B5010","1971-1980",125
"0382B5010","1981-1990",98
"0382B5010","1991-2000",49
"0382B5010","2001-2010",95
"0382B5010","2011-2020",60
"0382B5010","2021-2030",2
"0382B5010","Ok�nt",208
"0382B5010","Totalt",1222
"0382C1010","-1920",42
"0382C1010","1921-1930",12
"0382C1010","1931-1940",16
"0382C1010","1941-1950",6
"0382C1010","1951-1960",26
"0382C1010","1961-1970",35
"0382C1010","1971-1980",174
"0382C1010","1981-1990",120
"0382C1010","1991-2000",43
"0382C1010","2001-2010",49
"0382C1010","2011-2020",42
"0382C1010","2021-2030",..
"0382C1010","Ok�nt",33
"0382C1010","Totalt",598
"0382C1020","-1920",54
"0382C1020","1921-1930",7
"0382C1020","1931-1940",9
"0382C1020","1941-1950",7
"0382C1020","1951-1960",20
"0382C1020","1961-1970",137
"0382C1020","1971-1980",336
"0382C1020","1981-1990",16
"0382C1020","1991-2000",5
"0382C1020","2001-2010",12
"0382C1020","2011-2020",19
"0382C1020","2021-2030",1
"0382C1020","Ok�nt",36
"0382C1020","Totalt",659
"0382C1030","-1920",62
"0382C1030","1921-1930",41
"0382C1030","1931-1940",45
"0382C1030","1941-1950",31
"0382C1030","1951-1960",48
"0382C1030","1961-1970",34
"0382C1030","1971-1980",20
"0382C1030","1981-1990",8
"0382C1030","1991-2000",16
"0382C1030","2001-2010",3
"0382C1030","2011-2020",12
"0382C1030","2021-2030",1
"0382C1030","Ok�nt",25
"0382C1030","Totalt",346
"0428A0010","-1920",374
"0428A0010","1921-1930",67
"0428A0010","1931-1940",57
"0428A0010","1941-1950",35
"0428A0010","1951-1960",57
"0428A0010","1961-1970",61
"0428A0010","1971-1980",110
"0428A0010","1981-1990",55
"0428A0010","1991-2000",31
"0428A0010","2001-2010",9
"0428A0010","2011-2020",10
"0428A0010","2021-2030",3
"0428A0010","Ok�nt",66
"0428A0010","Totalt",935
"0428A0020","-1920",201
"0428A0020","1921-1930",27
"0428A0020","1931-1940",90
"0428A0020","1941-1950",56
"0428A0020","1951-1960",61
"0428A0020","1961-1970",83
"0428A0020","1971-1980",128
"0428A0020","1981-1990",74
"0428A0020","1991-2000",23
"0428A0020","2001-2010",14
"0428A0020","2011-2020",10
"0428A0020","2021-2030",..
"0428A0020","Ok�nt",74
"0428A0020","Totalt",841
"0428A0030","-1920",809
"0428A0030","1921-1930",71
"0428A0030","1931-1940",56
"0428A0030","1941-1950",104
"0428A0030","1951-1960",78
"0428A0030","1961-1970",98
"0428A0030","1971-1980",142
"0428A0030","1981-1990",68
"0428A0030","1991-2000",66
"0428A0030","2001-2010",30
"0428A0030","2011-2020",32
"0428A0030","2021-2030",3
"0428A0030","Ok�nt",167
"0428A0030","Totalt",1724
"0428C1010","-1920",17
"0428C1010","1921-1930",2
"0428C1010","1931-1940",20
"0428C1010","1941-1950",43
"0428C1010","1951-1960",42
"0428C1010","1961-1970",154
"0428C1010","1971-1980",108
"0428C1010","1981-1990",6
"0428C1010","1991-2000",12
"0428C1010","2001-2010",1
"0428C1010","2011-2020",..
"0428C1010","2021-2030",..
"0428C1010","Ok�nt",5
"0428C1010","Totalt",410
"0428C1020","-1920",8
"0428C1020","1921-1930",19
"0428C1020","1931-1940",33
"0428C1020","1941-1950",51
"0428C1020","1951-1960",49
"0428C1020","1961-1970",16
"0428C1020","1971-1980",25
"0428C1020","1981-1990",3
"0428C1020","1991-2000",..
"0428C1020","2001-2010",1
"0428C1020","2011-2020",2
"0428C1020","2021-2030",1
"0428C1020","Ok�nt",1
"0428C1020","Totalt",209
"0428C1030","-1920",105
"0428C1030","1921-1930",43
"0428C1030","1931-1940",38
"0428C1030","1941-1950",41
"0428C1030","1951-1960",35
"0428C1030","1961-1970",34
"0428C1030","1971-1980",192
"0428C1030","1981-1990",64
"0428C1030","1991-2000",7
"0428C1030","2001-2010",2
"0428C1030","2011-2020",3
"0428C1030","2021-2030",1
"0428C1030","Ok�nt",17
"0428C1030","Totalt",582
"0461A0010","-1920",186
"0461A0010","1921-1930",56
"0461A0010","1931-1940",18
"0461A0010","1941-1950",10
"0461A0010","1951-1960",38
"0461A0010","1961-1970",162
"0461A0010","1971-1980",276
"0461A0010","1981-1990",63
"0461A0010","1991-2000",19
"0461A0010","2001-2010",36
"0461A0010","2011-2020",25
"0461A0010","2021-2030",1
"0461A0010","Ok�nt",76
"0461A0010","Totalt",966
"0461A0020","-1920",274
"0461A0020","1921-1930",83
"0461A0020","1931-1940",38
"0461A0020","1941-1950",37
"0461A0020","1951-1960",41
"0461A0020","1961-1970",65
"0461A0020","1971-1980",160
"0461A0020","1981-1990",27
"0461A0020","1991-2000",26
"0461A0020","2001-2010",20
"0461A0020","2011-2020",13
"0461A0020","2021-2030",1
"0461A0020","Ok�nt",33
"0461A0020","Totalt",818
"0461A0030","-1920",276
"0461A0030","1921-1930",49
"0461A0030","1931-1940",43
"0461A0030","1941-1950",57
"0461A0030","1951-1960",36
"0461A0030","1961-1970",61
"0461A0030","1971-1980",158
"0461A0030","1981-1990",26
"0461A0030","1991-2000",18
"0461A0030","2001-2010",38
"0461A0030","2011-2020",19
"0461A0030","2021-2030",..
"0461A0030","Ok�nt",52
"0461A0030","Totalt",833
"0461A0040","-1920",346
"0461A0040","1921-1930",93
"0461A0040","1931-1940",103
"0461A0040","1941-1950",60
"0461A0040","1951-1960",93
"0461A0040","1961-1970",198
"0461A0040","1971-1980",400
"0461A0040","1981-1990",88
"0461A0040","1991-2000",50
"0461A0040","2001-2010",73
"0461A0040","2011-2020",43
"0461A0040","2021-2030",1
"0461A0040","Ok�nt",129
"0461A0040","Totalt",1677
"0461C1010","-1920",32
"0461C1010","1921-1930",9
"0461C1010","1931-1940",7
"0461C1010","1941-1950",25
"0461C1010","1951-1960",20
"0461C1010","1961-1970",22
"0461C1010","1971-1980",21
"0461C1010","1981-1990",33
"0461C1010","1991-2000",10
"0461C1010","2001-2010",16
"0461C1010","2011-2020",7
"0461C1010","2021-2030",..
"0461C1010","Ok�nt",15
"0461C1010","Totalt",217
"0461C1020","-1920",46
"0461C1020","1921-1930",38
"0461C1020","1931-1940",20
"0461C1020","1941-1950",29
"0461C1020","1951-1960",58
"0461C1020","1961-1970",98
"0461C1020","1971-1980",71
"0461C1020","1981-1990",25
"0461C1020","1991-2000",2
"0461C1020","2001-2010",19
"0461C1020","2011-2020",16
"0461C1020","2021-2030",..
"0461C1020","Ok�nt",9
"0461C1020","Totalt",431
"0461C1030","-1920",6
"0461C1030","1921-1930",2
"0461C1030","1931-1940",2
"0461C1030","1941-1950",8
"0461C1030","1951-1960",15
"0461C1030","1961-1970",11
"0461C1030","1971-1980",266
"0461C1030","1981-1990",9
"0461C1030","1991-2000",..
"0461C1030","2001-2010",6
"0461C1030","2011-2020",1
"0461C1030","2021-2030",..
"0461C1030","Ok�nt",3
"0461C1030","Totalt",329
"0461C1040","-1920",14
"0461C1040","1921-1930",6
"0461C1040","1931-1940",15
"0461C1040","1941-1950",28
"0461C1040","1951-1960",11
"0461C1040","1961-1970",2
"0461C1040","1971-1980",74
"0461C1040","1981-1990",23
"0461C1040","1991-2000",62
"0461C1040","2001-2010",107
"0461C1040","2011-2020",31
"0461C1040","2021-2030",1
"0461C1040","Ok�nt",36
"0461C1040","Totalt",410
"0480A0010","-1920",114
"0480A0010","1921-1930",68
"0480A0010","1931-1940",61
"0480A0010","1941-1950",72
"0480A0010","1951-1960",67
"0480A0010","1961-1970",215
"0480A0010","1971-1980",128
"0480A0010","1981-1990",35
"0480A0010","1991-2000",26
"0480A0010","2001-2010",42
"0480A0010","2011-2020",17
"0480A0010","2021-2030",7
"0480A0010","Ok�nt",63
"0480A0010","Totalt",915
"0480A0020","-1920",245
"0480A0020","1921-1930",59
"0480A0020","1931-1940",27
"0480A0020","1941-1950",24
"0480A0020","1951-1960",31
"0480A0020","1961-1970",62
"0480A0020","1971-1980",34
"0480A0020","1981-1990",43
"0480A0020","1991-2000",22
"0480A0020","2001-2010",9
"0480A0020","2011-2020",5
"0480A0020","2021-2030",1
"0480A0020","Ok�nt",24
"0480A0020","Totalt",586
"0480A0030","-1920",208
"0480A0030","1921-1930",72
"0480A0030","1931-1940",26
"0480A0030","1941-1950",58
"0480A0030","1951-1960",108
"0480A0030","1961-1970",49
"0480A0030","1971-1980",59
"0480A0030","1981-1990",24
"0480A0030","1991-2000",40
"0480A0030","2001-2010",103
"0480A0030","2011-2020",65
"0480A0030","2021-2030",39
"0480A0030","Ok�nt",109
"0480A0030","Totalt",960
"0480A0040","-1920",298
"0480A0040","1921-1930",113
"0480A0040","1931-1940",46
"0480A0040","1941-1950",35
"0480A0040","1951-1960",41
"0480A0040","1961-1970",46
"0480A0040","1971-1980",55
"0480A0040","1981-1990",55
"0480A0040","1991-2000",13
"0480A0040","2001-2010",17
"0480A0040","2011-2020",17
"0480A0040","2021-2030",5
"0480A0040","Ok�nt",77
"0480A0040","Totalt",818
"0480A0050","-1920",290
"0480A0050","1921-1930",73
"0480A0050","1931-1940",77
"0480A0050","1941-1950",60
"0480A0050","1951-1960",83
"0480A0050","1961-1970",98
"0480A0050","1971-1980",95
"0480A0050","1981-1990",31
"0480A0050","1991-2000",26
"0480A0050","2001-2010",72
"0480A0050","2011-2020",25
"0480A0050","2021-2030",16
"0480A0050","Ok�nt",67
"0480A0050","Totalt",1013
"0480A0060","-1920",380
"0480A0060","1921-1930",77
"0480A0060","1931-1940",32
"0480A0060","1941-1950",20
"0480A0060","1951-1960",22
"0480A0060","1961-1970",26
"0480A0060","1971-1980",64
"0480A0060","1981-1990",67
"0480A0060","1991-2000",23
"0480A0060","2001-2010",15
"0480A0060","2011-2020",20
"0480A0060","2021-2030",5
"0480A0060","Ok�nt",53
"0480A0060","Totalt",804
"0480A0070","-1920",479
"0480A0070","1921-1930",208
"0480A0070","1931-1940",71
"0480A0070","1941-1950",77
"0480A0070","1951-1960",119
"0480A0070","1961-1970",357
"0480A0070","1971-1980",198
"0480A0070","1981-1990",69
"0480A0070","1991-2000",102
"0480A0070","2001-2010",70
"0480A0070","2011-2020",40
"0480A0070","2021-2030",20
"0480A0070","Ok�nt",179
"0480A0070","Totalt",1989
"0480A0080","-1920",470
"0480A0080","1921-1930",104
"0480A0080","1931-1940",61
"0480A0080","1941-1950",58
"0480A0080","1951-1960",70
"0480A0080","1961-1970",134
"0480A0080","1971-1980",185
"0480A0080","1981-1990",64
"0480A0080","1991-2000",18
"0480A0080","2001-2010",42
"0480A0080","2011-2020",28
"0480A0080","2021-2030",16
"0480A0080","Ok�nt",67
"0480A0080","Totalt",1317
"0480A0090","-1920",434
"0480A0090","1921-1930",102
"0480A0090","1931-1940",53
"0480A0090","1941-1950",47
"0480A0090","1951-1960",57
"0480A0090","1961-1970",87
"0480A0090","1971-1980",131
"0480A0090","1981-1990",80
"0480A0090","1991-2000",22
"0480A0090","2001-2010",33
"0480A0090","2011-2020",15
"0480A0090","2021-2030",2
"0480A0090","Ok�nt",82
"0480A0090","Totalt",1145
"0480B2010","-1920",26
"0480B2010","1921-1930",6
"0480B2010","1931-1940",12
"0480B2010","1941-1950",16
"0480B2010","1951-1960",3
"0480B2010","1961-1970",150
"0480B2010","1971-1980",106
"0480B2010","1981-1990",1
"0480B2010","1991-2000",29
"0480B2010","2001-2010",17
"0480B2010","2011-2020",24
"0480B2010","2021-2030",14
"0480B2010","Ok�nt",164
"0480B2010","Totalt",568
"0480B2020","-1920",39
"0480B2020","1921-1930",10
"0480B2020","1931-1940",21
"0480B2020","1941-1950",18
"0480B2020","1951-1960",36
"0480B2020","1961-1970",123
"0480B2020","1971-1980",187
"0480B2020","1981-1990",23
"0480B2020","1991-2000",1
"0480B2020","2001-2010",2
"0480B2020","2011-2020",2
"0480B2020","2021-2030",..
"0480B2020","Ok�nt",8
"0480B2020","Totalt",470
"0480B3010","-1920",91
"0480B3010","1921-1930",29
"0480B3010","1931-1940",14
"0480B3010","1941-1950",20
"0480B3010","1951-1960",44
"0480B3010","1961-1970",93
"0480B3010","1971-1980",332
"0480B3010","1981-1990",18
"0480B3010","1991-2000",34
"0480B3010","2001-2010",11
"0480B3010","2011-2020",1
"0480B3010","2021-2030",8
"0480B3010","Ok�nt",9
"0480B3010","Totalt",704
"0480B4010","-1920",29
"0480B4010","1921-1930",35
"0480B4010","1931-1940",48
"0480B4010","1941-1950",40
"0480B4010","1951-1960",30
"0480B4010","1961-1970",78
"0480B4010","1971-1980",241
"0480B4010","1981-1990",69
"0480B4010","1991-2000",72
"0480B4010","2001-2010",40
"0480B4010","2011-2020",23
"0480B4010","2021-2030",..
"0480B4010","Ok�nt",35
"0480B4010","Totalt",740
"0480C1010","-1920",8
"0480C1010","1921-1930",6
"0480C1010","1931-1940",2
"0480C1010","1941-1950",1
"0480C1010","1951-1960",1
"0480C1010","1961-1970",..
"0480C1010","1971-1980",47
"0480C1010","1981-1990",152
"0480C1010","1991-2000",51
"0480C1010","2001-2010",73
"0480C1010","2011-2020",108
"0480C1010","2021-2030",8
"0480C1010","Ok�nt",29
"0480C1010","Totalt",486
"0480C1020","-1920",..
"0480C1020","1921-1930",..
"0480C1020","1931-1940",..
"0480C1020","1941-1950",..
"0480C1020","1951-1960",..
"0480C1020","1961-1970",..
"0480C1020","1971-1980",263
"0480C1020","1981-1990",131
"0480C1020","1991-2000",4
"0480C1020","2001-2010",..
"0480C1020","2011-2020",..
"0480C1020","2021-2030",..
"0480C1020","Ok�nt",..
"0480C1020","Totalt",398
"0480C1030","-1920",5
"0480C1030","1921-1930",20
"0480C1030","1931-1940",14
"0480C1030","1941-1950",74
"0480C1030","1951-1960",12
